Object kind,Source reference,Company,Location,Meter,Point,Unit,Interval minutes,Measure Type,Reading Type,Archive Interval,Index,How Created,Meter Number,Provider Meter Number,Multiplier,Utility Provider,Bill Cycle,Billing Account,Installed point ID,Installed meter ID,Installed gateway ID,Installed node ID,Status,Evidence
Point,ch_cedar_row_a_unit_311_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 311 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_312_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 312 Water,,,,Water,,,,Enter,SYN-SUB-W-A312,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_312_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 312 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_312_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 312 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_313_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 313 Water,,,,Water,,,,Enter,SYN-SUB-W-A313,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_313_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 313 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_313_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 313 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_314_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 314 Water,,,,Water,,,,Enter,SYN-SUB-W-A314,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_314_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 314 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_314_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 314 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_315_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 315 Water,,,,Water,,,,Enter,SYN-SUB-W-A315,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_315_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 315 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_315_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 315 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_316_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 316 Water,,,,Water,,,,Enter,SYN-SUB-W-A316,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_316_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 316 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_316_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 316 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_317_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 317 Water,,,,Water,,,,Enter,SYN-SUB-W-A317,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_317_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 317 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_317_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 317 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_318_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 318 Water,,,,Water,,,,Enter,SYN-SUB-W-A318,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_318_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 318 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_318_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 318 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_319_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 319 Water,,,,Water,,,,Enter,SYN-SUB-W-A319,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_319_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 319 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_319_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 319 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_unit_320_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 320 Water,,,,Water,,,,Enter,SYN-SUB-W-A320,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_320_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 320 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_unit_320_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Unit 320 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_a_house_water,Cedar Row Apartments,Cedar Row A,Cedar Row A Water House,,,,Water,,,,Enter,SYN-SUB-W-AH,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_a_house_water_register,Cedar Row Apartments,Cedar Row A,Cedar Row A Water House,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_a_house_water_kgal_route,Cedar Row Apartments,Cedar Row A,Cedar Row A Water House,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_101_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 101 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B101,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_101_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 101 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_102_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 102 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B102,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_102_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 102 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_103_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 103 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B103,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_103_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 103 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_104_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 104 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B104,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_104_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 104 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_105_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 105 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B105,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_105_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 105 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_106_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 106 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B106,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_106_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 106 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_107_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 107 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B107,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_107_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 107 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_108_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 108 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B108,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_108_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 108 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_109_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 109 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B109,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_109_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 109 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_110_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 110 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B110,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_110_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 110 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_111_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 111 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B111,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_111_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 111 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_112_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 112 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B112,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_112_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 112 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_113_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 113 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B113,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_113_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 113 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_114_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 114 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B114,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_114_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 114 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_115_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 115 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B115,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_115_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 115 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_116_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 116 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B116,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_116_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 116 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_201_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 201 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B201,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_201_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 201 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_202_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 202 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B202,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_202_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 202 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_203_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 203 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B203,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_203_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 203 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_204_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 204 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B204,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_204_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 204 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_205_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 205 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B205,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_205_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 205 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_206_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 206 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B206,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_206_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 206 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_207_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 207 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B207,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_207_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 207 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_208_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 208 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B208,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_208_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 208 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_209_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 209 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B209,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_209_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 209 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_210_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 210 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B210,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_210_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 210 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_211_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 211 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B211,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_211_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 211 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_212_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 212 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B212,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_212_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 212 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_213_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 213 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B213,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_213_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 213 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_214_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 214 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B214,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_214_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 214 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_215_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 215 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B215,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_215_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 215 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_216_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 216 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B216,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_216_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 216 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_301_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 301 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B301,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_301_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 301 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_302_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 302 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B302,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_302_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 302 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_303_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 303 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B303,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_303_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 303 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_304_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 304 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B304,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_304_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 304 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_305_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 305 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B305,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_305_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 305 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_306_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 306 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B306,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_306_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 306 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_307_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 307 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B307,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_307_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 307 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_308_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 308 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B308,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_308_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 308 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_309_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 309 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B309,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_309_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 309 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_310_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 310 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B310,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_310_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 310 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_311_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 311 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B311,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_311_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 311 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_312_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 312 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B312,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_312_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 312 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_313_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 313 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B313,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_313_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 313 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_314_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 314 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B314,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_314_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 314 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_315_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 315 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B315,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_315_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 315 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_316_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 316 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B316,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_316_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 316 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
